aexp,id,z0_parent_id,M_total_200m,M_total_200c,M_total_500c
0.2519,2020.0,229.0,,,
1.0005,248.0,248.0,3.9469e+14,2.6789e+14,2.0082e+14
0.9764,91.0,248.0,3.9412e+14,2.6518e+14,1.9338e+14
0.951,143.0,248.0,3.9635e+14,2.6281e+14,1.8317e+14
0.9265,234.0,248.0,3.9887e+14,2.6489e+14,1.7737e+14
0.9001,163.0,248.0,3.9729e+14,2.7601e+14,1.7304e+14
0.8783,250.0,248.0,3.9628e+14,2.8401e+14,1.8576e+14
0.8514,349.0,248.0,3.9137e+14,2.9952e+14,2.0164e+14
0.8264,57.0,248.0,3.8469e+14,3.1018e+14,2.1104e+14
0.8011,79.0,248.0,3.8181e+14,3.0611e+14,2.269e+14
0.778,62.0,248.0,3.7562e+14,3.0184e+14,2.0934e+14
0.7511,522.0,248.0,3.5883e+14,2.931e+14,1.4809e+14
0.7263,101.0,248.0,3.4278e+14,2.6528e+14,1.5949e+14
0.7015,602.0,248.0,2.8804e+14,2.6126e+14,1.8061e+14
0.675,188.0,248.0,2.6758e+14,2.4977e+14,2.086e+14
0.6503,332.0,248.0,2.4847e+14,2.2759e+14,1.8177e+14
0.6259,504.0,248.0,2.2294e+14,1.8656e+14,1.1211e+14
0.6001,546.0,248.0,1.2638e+14,9.7611e+13,5.9272e+13
0.5753,1590.0,248.0,9.0267e+13,7.5415e+13,3.4246e+13
0.5517,1778.0,248.0,6.7918e+13,4.7899e+13,2.4872e+13
0.526,1153.0,248.0,4.3261e+13,3.8172e+13,2.6064e+13
0.5014,1300.0,248.0,3.9067e+13,3.5356e+13,2.5037e+13
0.4756,1094.0,248.0,3.3172e+13,2.8327e+13,1.697e+13
0.4517,1163.0,248.0,2.7296e+13,2.4078e+13,1.5246e+13
0.4252,2148.0,248.0,2.7011e+13,2.5979e+13,1.7355e+13
0.4005,3015.0,248.0,2.4182e+13,2.3544e+13,1.853e+13
0.3772,2973.0,248.0,1.9531e+13,1.8657e+13,1.2628e+13
0.3504,5772.0,248.0,1.1596e+13,1.0934e+13,5.6611e+12
0.3255,4767.0,248.0,,,
0.3001,6181.0,248.0,,,
0.2762,5503.0,248.0,,,
1.0005,284.0,284.0,6.7084e+14,4.6224e+14,3.1605e+14
0.9764,348.0,284.0,6.5614e+14,4.4551e+14,2.6238e+14
0.951,123.0,284.0,6.3934e+14,4.1829e+14,2.554e+14
0.9265,279.0,284.0,6.2274e+14,4.3333e+14,2.8084e+14
0.9001,432.0,284.0,5.9284e+14,4.4158e+14,3.1617e+14
0.8783,414.0,284.0,5.4147e+14,4.4032e+14,3.3609e+14
0.8514,394.0,284.0,5.0372e+14,4.2501e+14,3.3089e+14
0.8264,437.0,284.0,4.7943e+14,4.0632e+14,3.0738e+14
0.8011,290.0,284.0,4.5462e+14,3.563e+14,2.3615e+14
0.778,405.0,284.0,4.0824e+14,2.7866e+14,2.1098e+14
0.7511,655.0,284.0,3.1419e+14,2.5566e+14,1.8917e+14
0.7263,178.0,284.0,2.9468e+14,2.3292e+14,1.6231e+14
0.7015,133.0,284.0,2.6621e+14,2.1911e+14,1.5086e+14
0.675,307.0,284.0,2.542e+14,2.1386e+14,1.489e+14
0.6503,505.0,284.0,2.5845e+14,2.1536e+14,1.4621e+14
0.6259,687.0,284.0,2.6146e+14,2.2763e+14,1.5121e+14
0.6001,501.0,284.0,2.6767e+14,2.3712e+14,1.6225e+14
0.5753,653.0,284.0,2.6023e+14,2.4172e+14,1.6487e+14
0.5517,532.0,284.0,2.4551e+14,2.2487e+14,1.7169e+14
0.526,414.0,284.0,2.2003e+14,2.0115e+14,1.335e+14
0.5014,503.0,284.0,1.8359e+14,1.7191e+14,1.1887e+14
0.4756,28.0,284.0,1.4809e+14,1.4198e+14,1.1255e+14
0.4517,597.0,284.0,1.3038e+14,1.2191e+14,6.7726e+13
0.4252,1706.0,284.0,8.0879e+13,7.7956e+13,6.0417e+13
0.4005,997.0,284.0,6.7924e+13,6.5591e+13,4.1671e+13
0.3772,581.0,284.0,4.3691e+13,4.2382e+13,2.8255e+13
0.3504,1653.0,284.0,3.4003e+13,3.3083e+13,2.4129e+13
0.3255,205.0,284.0,,,
0.3001,334.0,284.0,,,
0.2762,4029.0,284.0,,,
0.2519,4171.0,284.0,,,
0.2268,1405.0,284.0,,,
0.2004,4683.0,284.0,,,
1.0005,298.0,298.0,7.5569e+14,4.7734e+14,2.797e+14
0.9764,57.0,298.0,7.3526e+14,5.4098e+14,3.0341e+14
0.951,293.0,298.0,7.0466e+14,5.7339e+14,3.6639e+14
0.9265,78.0,298.0,6.8583e+14,5.8045e+14,4.0238e+14
0.9001,350.0,298.0,6.6636e+14,5.7797e+14,4.2371e+14
0.8783,131.0,298.0,6.516e+14,5.5824e+14,4.2799e+14
0.8514,90.0,298.0,6.2042e+14,5.0726e+14,3.6605e+14
0.8264,147.0,298.0,5.6413e+14,4.5348e+14,2.4361e+14
0.8011,330.0,298.0,5.0987e+14,3.1037e+14,2.0611e+14
0.778,177.0,298.0,3.7229e+14,2.7319e+14,1.9181e+14
0.7511,281.0,298.0,3.3455e+14,2.5654e+14,1.5772e+14
0.7263,402.0,298.0,3.1127e+14,2.4051e+14,1.4413e+14
0.7015,57.0,298.0,2.6929e+14,2.3195e+14,1.6304e+14
0.675,179.0,298.0,2.4143e+14,2.2305e+14,1.7794e+14
0.6503,129.0,298.0,2.3169e+14,2.0807e+14,1.6417e+14
0.6259,71.0,298.0,2.0904e+14,1.8293e+14,1.2724e+14
0.6001,490.0,298.0,1.2433e+14,8.5464e+13,4.8447e+13
0.5753,367.0,298.0,7.078e+13,5.7517e+13,3.8697e+13
0.5517,167.0,298.0,6.5469e+13,5.6864e+13,3.711e+13
0.526,957.0,298.0,6.4168e+13,5.8512e+13,3.9617e+13
0.5014,807.0,298.0,6.0014e+13,5.4928e+13,4.153e+13
0.4756,218.0,298.0,5.7055e+13,5.3068e+13,3.6145e+13
0.4517,494.0,298.0,4.7337e+13,4.2305e+13,2.6817e+13
0.4252,1233.0,298.0,4.0454e+13,3.7246e+13,2.1786e+13
0.4005,1328.0,298.0,3.4989e+13,3.2608e+13,1.6024e+13
0.3772,827.0,298.0,2.8527e+13,2.7353e+13,1.7929e+13
0.3504,129.0,298.0,2.6171e+13,2.5402e+13,1.3683e+13
0.3255,571.0,298.0,,,
0.3001,679.0,298.0,,,
0.2762,2791.0,298.0,,,
0.2519,25.0,298.0,,,
0.2268,314.0,298.0,,,
1.0005,434.0,434.0,9.606e+14,7.6952e+14,4.3937e+14
0.9764,324.0,434.0,9.2728e+14,6.6932e+14,4.3258e+14
0.951,165.0,434.0,9.1711e+14,6.683e+14,4.5309e+14
0.9265,46.0,434.0,8.3715e+14,5.7001e+14,4.3914e+14
0.9001,185.0,434.0,7.195e+14,5.2029e+14,3.5238e+14
0.8783,287.0,434.0,6.6652e+14,4.2133e+14,1.8048e+14
0.8514,481.0,434.0,5.9136e+14,2.3261e+14,1.4145e+14
0.8264,602.0,434.0,3.8303e+14,2.2275e+14,1.3646e+14
0.8011,340.0,434.0,3.2601e+14,2.2763e+14,1.3427e+14
0.778,378.0,434.0,3.1351e+14,2.3768e+14,1.4589e+14
0.7511,359.0,434.0,3.0638e+14,2.4348e+14,1.5525e+14
0.7263,238.0,434.0,2.9453e+14,2.3606e+14,1.4055e+14
0.7015,401.0,434.0,2.7388e+14,2.1414e+14,1.2845e+14
0.675,682.0,434.0,2.5376e+14,1.9625e+14,9.1006e+13
0.6503,368.0,434.0,2.1949e+14,1.5164e+14,7.5694e+13
0.6259,335.0,434.0,1.7139e+14,1.3978e+14,7.3038e+13
0.6001,548.0,434.0,1.4263e+14,1.1816e+14,8.4302e+13
0.5753,418.0,434.0,1.2367e+14,1.0996e+14,7.4405e+13
0.5517,682.0,434.0,1.1381e+14,1.0102e+14,4.9454e+13
0.526,404.0,434.0,9.4327e+13,8.459e+13,5.3691e+13
0.5014,705.0,434.0,8.0106e+13,7.1035e+13,4.1675e+13
0.4756,380.0,434.0,6.5532e+13,5.8375e+13,3.2683e+13
0.4517,393.0,434.0,5.2534e+13,4.8687e+13,3.3571e+13
0.4252,627.0,434.0,4.3687e+13,4.1098e+13,2.6016e+13
0.4005,812.0,434.0,2.9772e+13,2.7011e+13,1.3747e+13
0.3772,1111.0,434.0,2.4681e+13,2.4005e+13,1.6428e+13
0.3504,602.0,434.0,2.1177e+13,2.0724e+13,1.6762e+13
0.3255,1116.0,434.0,,,
0.3001,5607.0,434.0,,,
0.2762,6676.0,434.0,,,
1.0005,471.0,471.0,4.1507e+14,2.8405e+14,1.7917e+14
0.9764,399.0,471.0,4.0735e+14,2.8882e+14,1.6311e+14
0.951,600.0,471.0,4.0502e+14,2.9209e+14,1.9176e+14
0.9265,636.0,471.0,3.9614e+14,3.0814e+14,2.0616e+14
0.9001,492.0,471.0,3.8531e+14,3.1095e+14,2.3915e+14
0.8783,63.0,471.0,3.7352e+14,2.9268e+14,2.2648e+14
0.8514,463.0,471.0,3.6086e+14,2.9753e+14,2.0803e+14
0.8264,406.0,471.0,3.4787e+14,2.4248e+14,1.1768e+14
0.8011,573.0,471.0,3.1991e+14,2.0284e+14,1.1763e+14
0.778,631.0,471.0,2.4736e+14,1.9555e+14,9.3261e+13
0.7511,445.0,471.0,2.4168e+14,2.1387e+14,1.467e+14
0.7263,500.0,471.0,2.3297e+14,2.1089e+14,1.4804e+14
0.7015,346.0,471.0,2.2164e+14,1.9598e+14,1.4735e+14
0.675,456.0,471.0,1.9176e+14,1.7157e+14,1.2293e+14
0.6503,116.0,471.0,1.7636e+14,1.3651e+14,8.9282e+13
0.6259,350.0,471.0,1.3128e+14,1.0208e+14,3.7827e+13
0.6001,342.0,471.0,5.1507e+13,2.8827e+13,1.5006e+13
0.5753,1158.0,471.0,2.3489e+13,1.9194e+13,1.0926e+13
0.5517,2997.0,471.0,2.1163e+13,1.7429e+13,1.0299e+13
0.526,1724.0,471.0,1.9797e+13,1.8321e+13,1.2232e+13
0.5014,566.0,471.0,1.851e+13,1.7346e+13,1.233e+13
0.4756,3135.0,471.0,1.6444e+13,1.5462e+13,1.1222e+13
0.4517,1995.0,471.0,1.297e+13,1.1748e+13,5.0884e+12
0.4252,2857.0,471.0,6.095e+12,5.4752e+12,3.4372e+12
0.4005,2770.0,471.0,5.154e+12,4.7816e+12,2.8883e+12
0.3772,4682.0,471.0,5.1178e+12,4.8364e+12,2.5863e+12
0.3504,1853.0,471.0,4.9408e+12,4.8238e+12,3.3651e+12
0.3255,1293.0,471.0,,,
0.3001,11993.0,471.0,,,
0.2762,12064.0,471.0,,,
1.0005,732.0,732.0,3.4677e+14,2.257e+14,1.5678e+14
0.9764,403.0,732.0,3.2547e+14,2.0815e+14,1.5476e+14
0.951,1244.0,732.0,3.0473e+14,2.0613e+14,1.5565e+14
0.9265,532.0,732.0,2.8663e+14,2.0818e+14,1.5542e+14
0.9001,699.0,732.0,2.6725e+14,2.0879e+14,1.5789e+14
0.8783,1471.0,732.0,2.6244e+14,2.0804e+14,1.6273e+14
0.8514,260.0,732.0,2.5981e+14,2.0539e+14,1.5904e+14
0.8264,711.0,732.0,2.5847e+14,2.0487e+14,1.5184e+14
0.8011,824.0,732.0,2.5941e+14,2.0004e+14,1.4484e+14
0.778,786.0,732.0,2.5741e+14,1.9702e+14,1.4316e+14
0.7511,1378.0,732.0,2.547e+14,1.9549e+14,1.4005e+14
0.7263,921.0,732.0,2.6153e+14,2.0278e+14,1.4157e+14
0.7015,583.0,732.0,2.6246e+14,2.2219e+14,1.4357e+14
0.675,363.0,732.0,2.5401e+14,2.2462e+14,1.5815e+14
0.6503,693.0,732.0,2.3776e+14,2.2453e+14,1.6821e+14
0.6259,336.0,732.0,2.1991e+14,2.0818e+14,1.6817e+14
0.6001,41.0,732.0,1.8363e+14,1.7023e+14,1.3172e+14
0.5753,1098.0,732.0,1.3802e+14,1.251e+14,8.8442e+13
0.5517,602.0,732.0,6.4256e+13,5.8104e+13,4.1138e+13
0.526,663.0,732.0,3.9279e+13,3.3562e+13,2.1144e+13
0.5014,595.0,732.0,2.8677e+13,2.5532e+13,1.8801e+13
0.4756,1156.0,732.0,2.4562e+13,2.2007e+13,1.4801e+13
0.4517,896.0,732.0,2.2019e+13,1.9743e+13,1.2438e+13
0.4252,657.0,732.0,1.9729e+13,1.8894e+13,1.3027e+13
0.4005,1348.0,732.0,1.7314e+13,1.6716e+13,1.2454e+13
0.3772,622.0,732.0,1.448e+13,1.4088e+13,1.1127e+13
